Date,Metric,App,Category,Platform,Value
10/15/13,Downloads,Words With Enemies,Games,Android,16846107
1/25/14,Downloads,Words With Enemies,Games,Android,16853149
9/11/13,Downloads,Words With Enemies,Games,Android,16871798
8/17/13,Downloads,Words With Enemies,Games,Android,16884379
8/18/13,Downloads,Words With Enemies,Games,Android,16886292
8/25/13,Downloads,Words With Enemies,Games,Android,16891239
9/10/13,Downloads,Words With Enemies,Games,Android,16894084
12/22/13,Downloads,Words With Enemies,Games,Android,16896907
10/6/13,Downloads,Words With Enemies,Games,Android,16899491
8/26/13,Downloads,Words With Enemies,Games,Android,16901986
9/15/13,Downloads,Words With Enemies,Games,Android,16905775
9/14/13,Downloads,Words With Enemies,Games,Android,16907461
10/2/13,Downloads,Words With Enemies,Games,Android,16912741
8/30/13,Downloads,Words With Enemies,Games,Android,16914754
12/18/13,Downloads,Words With Enemies,Games,Android,16916311
9/17/13,Downloads,Words With Enemies,Games,Android,16926309
9/6/13,Downloads,Words With Enemies,Games,Android,16930212
12/1/13,Downloads,Words With Enemies,Games,Android,16933505
12/16/13,Downloads,Words With Enemies,Games,Android,16935062
9/1/13,Downloads,Words With Enemies,Games,Android,16939025
9/21/13,Downloads,Words With Enemies,Games,Android,16955352
9/30/13,Downloads,Words With Enemies,Games,Android,16956088
11/29/13,Downloads,Words With Enemies,Games,Android,16960191
11/23/13,Downloads,Words With Enemies,Games,Android,17011874
11/25/13,Downloads,Words With Enemies,Games,Android,17032338
11/19/13,Downloads,Words With Enemies,Games,Android,17039567
11/6/13,Downloads,Words With Enemies,Games,Android,17124795
11/2/13,Downloads,Words With Enemies,Games,Android,17162219
10/21/13,Downloads,Words With Enemies,Games,Android,17183725
10/30/13,Downloads,Words With Enemies,Games,Android,17187762
10/28/13,Downloads,Words With Enemies,Games,Android,17207016
10/17/13,Downloads,Words With Enemies,Games,Android,17222174
8/1/13,Downloads,Words With Enemies,Games,Android,17227111
8/4/13,Downloads,Words With Enemies,Games,Android,17235259
10/12/13,Downloads,Words With Enemies,Games,Android,17247525
8/12/13,Downloads,Words With Enemies,Games,Android,17248796
10/11/13,Downloads,Words With Enemies,Games,Android,17272961
8/23/13,Downloads,Words With Enemies,Games,Android,17276253
8/24/13,Downloads,Words With Enemies,Games,Android,17295394
9/13/13,Downloads,Words With Enemies,Games,Android,17304230
9/3/13,Downloads,Words With Enemies,Games,Android,17338031
9/4/13,Downloads,Words With Enemies,Games,Android,17351678
9/19/13,Downloads,Words With Enemies,Games,Android,17352639
9/28/13,Downloads,Words With Enemies,Games,Android,17359377
9/24/13,Downloads,Words With Enemies,Games,Android,17369208
8/12/14,Downloads,CandyBash,Games,Android,18539011
7/28/14,Downloads,CandyBash,Games,Android,18632823
7/22/14,Downloads,CandyBash,Games,Android,18701857
7/20/14,Downloads,CandyBash,Games,Android,18714818
7/14/14,Downloads,CandyBash,Games,Android,18783159
8/28/14,Downloads,CandyBash,Games,Android,18821034
8/31/14,Downloads,CandyBash,Games,Android,18837076
7/10/14,Downloads,CandyBash,Games,Android,18844804
7/7/14,Downloads,CandyBash,Games,Android,18857337
8/21/14,Downloads,CandyBash,Games,Android,18858062
8/23/14,Downloads,CandyBash,Games,Android,18866666
8/19/14,Downloads,CandyBash,Games,Android,18893293
7/2/14,Downloads,CandyBash,Games,Android,18939047
7/1/14,Downloads,CandyBash,Games,Android,18947036
8/16/14,Downloads,CandyBash,Games,Android,18949626
8/14/14,Downloads,CandyBash,Games,Android,18995473
8/4/14,Downloads,CandyBash,Games,Android,19034006
6/14/14,Downloads,CandyBash,Games,Android,19037481
6/15/14,Downloads,CandyBash,Games,Android,19041284
7/31/14,Downloads,CandyBash,Games,Android,19045342
8/2/14,Downloads,CandyBash,Games,Android,19053365
8/8/14,Downloads,CandyBash,Games,Android,19061441
6/13/14,Downloads,CandyBash,Games,Android,19063398
8/11/14,Downloads,CandyBash,Games,Android,19065826
6/8/14,Downloads,CandyBash,Games,Android,19118579
7/25/14,Downloads,CandyBash,Games,Android,19141688
7/27/14,Downloads,CandyBash,Games,Android,19146874
7/24/14,Downloads,CandyBash,Games,Android,19180681
5/29/14,Downloads,CandyBash,Games,Android,19227365
7/17/14,Downloads,CandyBash,Games,Android,19258454
7/16/14,Downloads,CandyBash,Games,Android,19258791
9/10/14,Downloads,CandyBash,Games,Android,19260774
5/28/14,Downloads,CandyBash,Games,Android,19263904
9/5/14,Downloads,CandyBash,Games,Android,19263938
5/18/14,Downloads,CandyBash,Games,Android,19309955
8/26/14,Downloads,CandyBash,Games,Android,19322642
8/24/14,Downloads,CandyBash,Games,Android,19327462
8/27/14,Downloads,CandyBash,Games,Android,19330641
5/17/14,Downloads,CandyBash,Games,Android,19345640
8/20/14,Downloads,CandyBash,Games,Android,19369664
8/18/14,Downloads,CandyBash,Games,Android,19382665
5/11/14,Downloads,CandyBash,Games,Android,19416022
7/5/14,Downloads,CandyBash,Games,Android,19420419
7/3/14,Downloads,CandyBash,Games,Android,19439897
6/30/14,Downloads,CandyBash,Games,Android,19472134
5/6/14,Downloads,CandyBash,Games,Android,19476088
8/3/14,Downloads,CandyBash,Games,Android,19516710
4/27/14,Downloads,CandyBash,Games,Android,19532566
6/18/14,Downloads,CandyBash,Games,Android,19557233
4/25/14,Downloads,CandyBash,Games,Android,19558476
4/17/14,Downloads,CandyBash,Games,Android,19644634
4/12/14,Downloads,CandyBash,Games,Android,19670526
6/6/14,Downloads,CandyBash,Games,Android,19672260
4/10/14,Downloads,CandyBash,Games,Android,19691676
5/31/14,Downloads,CandyBash,Games,Android,19724203
4/3/14,Downloads,CandyBash,Games,Android,19724228
9/9/14,Downloads,CandyBash,Games,Android,19724257
7/18/14,Downloads,CandyBash,Games,Android,19728216
9/4/14,Downloads,CandyBash,Games,Android,19744399
9/8/14,Downloads,CandyBash,Games,Android,19748494
9/6/14,Downloads,CandyBash,Games,Android,19751976
7/13/14,Downloads,CandyBash,Games,Android,19767349
9/1/14,Downloads,CandyBash,Games,Android,19779577
3/30/14,Downloads,CandyBash,Games,Android,19806359
8/25/14,Downloads,CandyBash,Games,Android,19813298
5/21/14,Downloads,CandyBash,Games,Android,19821034
8/22/14,Downloads,CandyBash,Games,Android,19822553
5/19/14,Downloads,CandyBash,Games,Android,19829987
3/29/14,Downloads,CandyBash,Games,Android,19839667
7/8/14,Downloads,CandyBash,Games,Android,19843006
3/28/14,Downloads,CandyBash,Games,Android,19846537
7/4/14,Downloads,CandyBash,Games,Android,19933562
3/21/14,Downloads,CandyBash,Games,Android,19935916
6/22/14,Downloads,CandyBash,Games,Android,19976348
3/9/14,Downloads,CandyBash,Games,Android,19977494
6/21/14,Downloads,CandyBash,Games,Android,19994904
2/24/14,Downloads,CandyBash,Games,Android,19998708
2/23/14,Downloads,CandyBash,Games,Android,19998737
2/25/14,Downloads,CandyBash,Games,Android,20005728
3/3/14,Downloads,CandyBash,Games,Android,20021917
3/7/14,Downloads,CandyBash,Games,Android,20036450
6/19/14,Downloads,CandyBash,Games,Android,20038950
2/19/14,Downloads,CandyBash,Games,Android,20039154
3/1/14,Downloads,CandyBash,Games,Android,20041970
8/7/14,Downloads,CandyBash,Games,Android,20043258
7/30/14,Downloads,CandyBash,Games,Android,20054897
4/28/14,Downloads,CandyBash,Games,Android,20065977
2/12/14,Downloads,CandyBash,Games,Android,20069605
4/20/14,Downloads,CandyBash,Games,Android,20125002
7/26/14,Downloads,CandyBash,Games,Android,20142679
2/6/14,Downloads,CandyBash,Games,Android,20146210
7/23/14,Downloads,CandyBash,Games,Android,20185818
4/13/14,Downloads,CandyBash,Games,Android,20189341
1/29/14,Downloads,CandyBash,Games,Android,20190457
9/3/14,Downloads,CandyBash,Games,Android,20206953
2/1/14,Downloads,CandyBash,Games,Android,20207682
9/7/14,Downloads,CandyBash,Games,Android,20211305
1/24/14,Downloads,CandyBash,Games,Android,20228304
1/22/14,Downloads,CandyBash,Games,Android,20228990
9/2/14,Downloads,CandyBash,Games,Android,20235582
4/8/14,Downloads,CandyBash,Games,Android,20241062
7/15/14,Downloads,CandyBash,Games,Android,20244702
4/1/14,Downloads,CandyBash,Games,Android,20276451
8/29/14,Downloads,CandyBash,Games,Android,20282133
8/30/14,Downloads,CandyBash,Games,Android,20287551
5/24/14,Downloads,CandyBash,Games,Android,20298790
5/22/14,Downloads,CandyBash,Games,Android,20325167
7/9/14,Downloads,CandyBash,Games,Android,20332516
7/6/14,Downloads,CandyBash,Games,Android,20386528
5/16/14,Downloads,CandyBash,Games,Android,20391290
8/17/14,Downloads,CandyBash,Games,Android,20391303
5/10/14,Downloads,CandyBash,Games,Android,20422794
8/15/14,Downloads,CandyBash,Games,Android,20426572
3/25/14,Downloads,CandyBash,Games,Android,20453684
6/29/14,Downloads,CandyBash,Games,Android,20454810
6/23/14,Downloads,CandyBash,Games,Android,20462183
3/24/14,Downloads,CandyBash,Games,Android,20465002
3/17/14,Downloads,CandyBash,Games,Android,20471848
6/28/14,Downloads,CandyBash,Games,Android,20473007
6/26/14,Downloads,CandyBash,Games,Android,20476354
6/27/14,Downloads,CandyBash,Games,Android,20480772
6/25/14,Downloads,CandyBash,Games,Android,20486666
3/19/14,Downloads,CandyBash,Games,Android,20490111
3/15/14,Downloads,CandyBash,Games,Android,20494943
8/13/14,Downloads,CandyBash,Games,Android,20496783
12/31/13,Downloads,CandyBash,Games,Android,20501095
3/12/14,Downloads,CandyBash,Games,Android,20501107
12/27/13,Downloads,CandyBash,Games,Android,20512003
8/5/14,Downloads,CandyBash,Games,Android,20513276
6/20/14,Downloads,CandyBash,Games,Android,20518726
8/6/14,Downloads,CandyBash,Games,Android,20522659
8/1/14,Downloads,CandyBash,Games,Android,20523391
5/4/14,Downloads,CandyBash,Games,Android,20523747
12/29/13,Downloads,CandyBash,Games,Android,20526597
12/25/13,Downloads,CandyBash,Games,Android,20535084
5/1/14,Downloads,CandyBash,Games,Android,20537076
4/29/14,Downloads,CandyBash,Games,Android,20546426
2/27/14,Downloads,CandyBash,Games,Android,20546742
8/9/14,Downloads,CandyBash,Games,Android,20547030
2/18/14,Downloads,CandyBash,Games,Android,20559241
8/10/14,Downloads,CandyBash,Games,Android,20561368
6/16/14,Downloads,CandyBash,Games,Android,20561400
12/15/13,Downloads,CandyBash,Games,Android,20563024
4/26/14,Downloads,CandyBash,Games,Android,20567817
7/29/14,Downloads,CandyBash,Games,Android,20569013
3/6/14,Downloads,CandyBash,Games,Android,20575237
6/12/14,Downloads,CandyBash,Games,Android,20576886
6/10/14,Downloads,CandyBash,Games,Android,20578976
4/24/14,Downloads,CandyBash,Games,Android,20581223
2/8/14,Downloads,CandyBash,Games,Android,20608185
2/9/14,Downloads,CandyBash,Games,Android,20614616
7/21/14,Downloads,CandyBash,Games,Android,20662140
4/18/14,Downloads,CandyBash,Games,Android,20670742
2/5/14,Downloads,CandyBash,Games,Android,20671024
6/5/14,Downloads,CandyBash,Games,Android,20694396
7/19/14,Downloads,CandyBash,Games,Android,20698265
4/11/14,Downloads,CandyBash,Games,Android,20704640
6/2/14,Downloads,CandyBash,Games,Android,20713098
2/3/14,Downloads,CandyBash,Games,Android,20714055
1/27/14,Downloads,CandyBash,Games,Android,20718456
1/28/14,Downloads,CandyBash,Games,Android,20722873
1/31/14,Downloads,CandyBash,Games,Android,20730800
1/26/14,Downloads,CandyBash,Games,Android,20734165
5/30/14,Downloads,CandyBash,Games,Android,20741036
6/1/14,Downloads,CandyBash,Games,Android,20749905
7/12/14,Downloads,CandyBash,Games,Android,20761921
4/2/14,Downloads,CandyBash,Games,Android,20770759
1/19/14,Downloads,CandyBash,Games,Android,20771085
7/11/14,Downloads,CandyBash,Games,Android,20788117
1/11/14,Downloads,CandyBash,Games,Android,20808992
5/20/14,Downloads,CandyBash,Games,Android,20863027
11/21/13,Downloads,CandyBash,Games,Android,20869090
1/6/14,Downloads,CandyBash,Games,Android,20871111
11/18/13,Downloads,CandyBash,Games,Android,20926288
5/15/14,Downloads,CandyBash,Games,Android,20936987
3/26/14,Downloads,CandyBash,Games,Android,20954014
11/17/13,Downloads,CandyBash,Games,Android,20957509
5/14/14,Downloads,CandyBash,Games,Android,20966398
6/24/14,Downloads,CandyBash,Games,Android,20970424
1/2/14,Downloads,CandyBash,Games,Android,20990993
3/22/14,Downloads,CandyBash,Games,Android,20994942
5/7/14,Downloads,CandyBash,Games,Android,21001112
3/23/14,Downloads,CandyBash,Games,Android,21011761
5/5/14,Downloads,CandyBash,Games,Android,21047565
3/8/14,Downloads,CandyBash,Games,Android,21051031
2/26/14,Downloads,CandyBash,Games,Android,21053752
12/28/13,Downloads,CandyBash,Games,Android,21054395
4/30/14,Downloads,CandyBash,Games,Android,21063186
6/11/14,Downloads,CandyBash,Games,Android,21077256
2/21/14,Downloads,CandyBash,Games,Android,21078266
11/10/13,Downloads,CandyBash,Games,Android,21078947
11/9/13,Downloads,CandyBash,Games,Android,21080475
6/17/14,Downloads,CandyBash,Games,Android,21080756
12/21/13,Downloads,CandyBash,Games,Android,21086513
12/14/13,Downloads,CandyBash,Games,Android,21089473
12/13/13,Downloads,CandyBash,Games,Android,21109412
6/9/14,Downloads,CandyBash,Games,Android,21112958
2/14/14,Downloads,CandyBash,Games,Android,21127060
6/7/14,Downloads,CandyBash,Games,Android,21152882
12/10/13,Downloads,CandyBash,Games,Android,21169133
4/16/14,Downloads,CandyBash,Games,Android,21189907
6/4/14,Downloads,CandyBash,Games,Android,21190480
4/15/14,Downloads,CandyBash,Games,Android,21214228
6/3/14,Downloads,CandyBash,Games,Android,21223734
4/14/14,Downloads,CandyBash,Games,Android,21235511
2/2/14,Downloads,CandyBash,Games,Android,21241745
10/27/13,Downloads,CandyBash,Games,Android,21247094
5/26/14,Downloads,CandyBash,Games,Android,21263451
4/6/14,Downloads,CandyBash,Games,Android,21263643
4/7/14,Downloads,CandyBash,Games,Android,21282215
5/27/14,Downloads,CandyBash,Games,Android,21282417
1/17/14,Downloads,CandyBash,Games,Android,21289989
5/25/14,Downloads,CandyBash,Games,Android,21293326
1/12/14,Downloads,CandyBash,Games,Android,21308396
1/14/14,Downloads,CandyBash,Games,Android,21311620
1/15/14,Downloads,CandyBash,Games,Android,21312143
5/23/14,Downloads,CandyBash,Games,Android,21316300
1/13/14,Downloads,CandyBash,Games,Android,21323388
10/15/13,Downloads,CandyBash,Games,Android,21328946
10/20/13,Downloads,CandyBash,Games,Android,21333203
1/9/14,Downloads,CandyBash,Games,Android,21340226
9/21/13,Downloads,CandyBash,Games,Android,21436500
1/5/14,Downloads,CandyBash,Games,Android,21446020
10/1/13,Downloads,CandyBash,Games,Android,21462112
5/12/14,Downloads,CandyBash,Games,Android,21462382
9/23/13,Downloads,CandyBash,Games,Android,21463231
5/13/14,Downloads,CandyBash,Games,Android,21464473
9/18/13,Downloads,CandyBash,Games,Android,21473467
5/9/14,Downloads,CandyBash,Games,Android,21473613
9/24/13,Downloads,CandyBash,Games,Android,21474639
1/4/14,Downloads,CandyBash,Games,Android,21485456
5/8/14,Downloads,CandyBash,Games,Android,21487114
9/9/13,Downloads,CandyBash,Games,Android,21491855
9/11/13,Downloads,CandyBash,Games,Android,21496802
3/20/14,Downloads,CandyBash,Games,Android,21519372
5/3/14,Downloads,CandyBash,Games,Android,21555414
9/5/13,Downloads,CandyBash,Games,Android,21556629
2/22/14,Downloads,CandyBash,Games,Android,21564884
5/2/14,Downloads,CandyBash,Games,Android,21574360
11/13/13,Downloads,CandyBash,Games,Android,21579646
3/2/14,Downloads,CandyBash,Games,Android,21588921
12/26/13,Downloads,CandyBash,Games,Android,21597924
3/4/14,Downloads,CandyBash,Games,Android,21603340
2/28/14,Downloads,CandyBash,Games,Android,21607390
2/16/14,Downloads,CandyBash,Games,Android,21618331
4/23/14,Downloads,CandyBash,Games,Android,21623850
2/15/14,Downloads,CandyBash,Games,Android,21624760
12/23/13,Downloads,CandyBash,Games,Android,21628532
4/22/14,Downloads,CandyBash,Games,Android,21639051
8/23/13,Downloads,CandyBash,Games,Android,21639424
12/19/13,Downloads,CandyBash,Games,Android,21649780
12/17/13,Downloads,CandyBash,Games,Android,21650811
2/13/14,Downloads,CandyBash,Games,Android,21652193
8/21/13,Downloads,CandyBash,Games,Android,21653171
4/21/14,Downloads,CandyBash,Games,Android,21664336
12/11/13,Downloads,CandyBash,Games,Android,21692166
4/19/14,Downloads,CandyBash,Games,Android,21713373
8/18/13,Downloads,CandyBash,Games,Android,21714709
10/31/13,Downloads,CandyBash,Games,Android,21740419
10/28/13,Downloads,CandyBash,Games,Android,21775449
4/9/14,Downloads,CandyBash,Games,Android,21783035
12/5/13,Downloads,CandyBash,Games,Android,21784495
1/25/14,Downloads,CandyBash,Games,Android,21794294
4/5/14,Downloads,CandyBash,Games,Android,21804786
4/4/14,Downloads,CandyBash,Games,Android,21805517
1/21/14,Downloads,CandyBash,Games,Android,21807167
8/13/13,Downloads,CandyBash,Games,Android,21822254
10/24/13,Downloads,CandyBash,Games,Android,21838524
1/16/14,Downloads,CandyBash,Games,Android,21854350
8/9/13,Downloads,CandyBash,Games,Android,21856422
8/12/13,Downloads,CandyBash,Games,Android,21857757
3/31/14,Downloads,CandyBash,Games,Android,21871372
11/28/13,Downloads,CandyBash,Games,Android,21884385
10/16/13,Downloads,CandyBash,Games,Android,21885566
11/24/13,Downloads,CandyBash,Games,Android,21892020
11/26/13,Downloads,CandyBash,Games,Android,21896318
1/8/14,Downloads,CandyBash,Games,Android,21900070
8/6/13,Downloads,CandyBash,Games,Android,21927933
11/22/13,Downloads,CandyBash,Games,Android,21940018
3/27/14,Downloads,CandyBash,Games,Android,21976612
10/10/13,Downloads,CandyBash,Games,Android,21978972
8/3/13,Downloads,CandyBash,Games,Android,21980262
11/20/13,Downloads,CandyBash,Games,Android,22005627
9/22/13,Downloads,CandyBash,Games,Android,22013554
10/3/13,Downloads,CandyBash,Games,Android,22020091
10/5/13,Downloads,CandyBash,Games,Android,22023939
1/3/14,Downloads,CandyBash,Games,Android,22027528
9/26/13,Downloads,CandyBash,Games,Android,22031659
9/30/13,Downloads,CandyBash,Games,Android,22044979
3/10/14,Downloads,CandyBash,Games,Android,22045421
3/18/14,Downloads,CandyBash,Games,Android,22048229
9/2/14,Downloads,Words With Enemies,Games,iOS,22052776
9/25/13,Downloads,CandyBash,Games,Android,22057580
3/11/14,Downloads,CandyBash,Games,Android,22064330
3/14/14,Downloads,CandyBash,Games,Android,22066191
3/16/14,Downloads,CandyBash,Games,Android,22072021
8/30/14,Downloads,Words With Enemies,Games,iOS,22072952
9/29/13,Downloads,CandyBash,Games,Android,22076966
9/9/14,Downloads,Words With Enemies,Games,iOS,22085375
9/6/14,Downloads,Words With Enemies,Games,iOS,22087254
8/29/14,Downloads,Words With Enemies,Games,iOS,22090661
3/13/14,Downloads,CandyBash,Games,Android,22098497
9/6/13,Downloads,CandyBash,Games,Android,22107967
9/4/13,Downloads,CandyBash,Games,Android,22117524
2/17/14,Downloads,CandyBash,Games,Android,22138403
3/5/14,Downloads,CandyBash,Games,Android,22138614
8/19/14,Downloads,Words With Enemies,Games,iOS,22149245
2/20/14,Downloads,CandyBash,Games,Android,22151293
11/11/13,Downloads,CandyBash,Games,Android,22154906
8/18/14,Downloads,Words With Enemies,Games,iOS,22156574
12/30/13,Downloads,CandyBash,Games,Android,22158615
8/31/13,Downloads,CandyBash,Games,Android,22163689
12/22/13,Downloads,CandyBash,Games,Android,22181057
12/16/13,Downloads,CandyBash,Games,Android,22186022
2/10/14,Downloads,CandyBash,Games,Android,22196434
12/18/13,Downloads,CandyBash,Games,Android,22200696
8/11/14,Downloads,Words With Enemies,Games,iOS,22205051
2/11/14,Downloads,CandyBash,Games,Android,22206115
11/8/13,Downloads,CandyBash,Games,Android,22214409
2/7/14,Downloads,CandyBash,Games,Android,22234824
8/15/14,Downloads,Words With Enemies,Games,iOS,22241254
11/5/13,Downloads,CandyBash,Games,Android,22265114
7/31/14,Downloads,Words With Enemies,Games,iOS,22274365
7/29/14,Downloads,Words With Enemies,Games,iOS,22293000
2/4/14,Downloads,CandyBash,Games,Android,22296894
8/17/13,Downloads,CandyBash,Games,Android,22297971
10/30/13,Downloads,CandyBash,Games,Android,22305194
12/7/13,Downloads,CandyBash,Games,Android,22305371
1/30/14,Downloads,CandyBash,Games,Android,22313083
12/8/13,Downloads,CandyBash,Games,Android,22321674
7/14/14,Downloads,Words With Enemies,Games,iOS,22334736
1/20/14,Downloads,CandyBash,Games,Android,22340246
10/25/13,Downloads,CandyBash,Games,Android,22366773
12/2/13,Downloads,CandyBash,Games,Android,22369788
7/11/14,Downloads,Words With Enemies,Games,iOS,22371494
1/18/14,Downloads,CandyBash,Games,Android,22372049
1/23/14,Downloads,CandyBash,Games,Android,22377849
6/23/14,Downloads,Words With Enemies,Games,iOS,22395543
1/10/14,Downloads,CandyBash,Games,Android,22397894
7/12/14,Downloads,Words With Enemies,Games,iOS,22398084
10/23/13,Downloads,CandyBash,Games,Android,22402122
11/30/13,Downloads,CandyBash,Games,Android,22405857
8/10/13,Downloads,CandyBash,Games,Android,22406533
7/4/14,Downloads,Words With Enemies,Games,iOS,22411395
6/28/14,Downloads,Words With Enemies,Games,iOS,22412314
11/27/13,Downloads,CandyBash,Games,Android,22425632
6/19/14,Downloads,Words With Enemies,Games,iOS,22435267
10/22/13,Downloads,CandyBash,Games,Android,22437877
1/7/14,Downloads,CandyBash,Games,Android,22475613
6/17/14,Downloads,Words With Enemies,Games,iOS,22488844
9/10/14,Downloads,Words With Enemies,Games,iOS,22493161
10/12/13,Downloads,CandyBash,Games,Android,22511601
8/4/13,Downloads,CandyBash,Games,Android,22520037
8/27/14,Downloads,Words With Enemies,Games,iOS,22526667
10/9/13,Downloads,CandyBash,Games,Android,22535414
6/12/14,Downloads,Words With Enemies,Games,iOS,22541855
8/7/14,Downloads,Words With Enemies,Games,iOS,22561002
10/2/13,Downloads,CandyBash,Games,Android,22576010
11/19/13,Downloads,CandyBash,Games,Android,22577174
8/12/14,Downloads,Words With Enemies,Games,iOS,22589562
8/14/14,Downloads,Words With Enemies,Games,iOS,22611361
8/4/14,Downloads,Words With Enemies,Games,iOS,22620681
1/1/14,Downloads,CandyBash,Games,Android,22622179
8/3/14,Downloads,Words With Enemies,Games,iOS,22626846
9/10/13,Downloads,CandyBash,Games,Android,22640876
11/16/13,Downloads,CandyBash,Games,Android,22649410
9/7/13,Downloads,CandyBash,Games,Android,22664420
11/14/13,Downloads,CandyBash,Games,Android,22665587
11/15/13,Downloads,CandyBash,Games,Android,22669806
7/20/14,Downloads,Words With Enemies,Games,iOS,22683980
7/22/14,Downloads,Words With Enemies,Games,iOS,22689045
7/26/14,Downloads,Words With Enemies,Games,iOS,22694089
6/2/14,Downloads,Words With Enemies,Games,iOS,22699267
12/24/13,Downloads,CandyBash,Games,Android,22706820
12/20/13,Downloads,CandyBash,Games,Android,22713335
9/3/13,Downloads,CandyBash,Games,Android,22720982
12/12/13,Downloads,CandyBash,Games,Android,22748993
8/29/13,Downloads,CandyBash,Games,Android,22758432
4/18/14,Downloads,Words With Enemies,Games,iOS,22762101
5/18/14,Downloads,Words With Enemies,Games,iOS,22769865
5/28/14,Downloads,Words With Enemies,Games,iOS,22770309
8/25/13,Downloads,CandyBash,Games,Android,22792407
7/8/14,Downloads,Words With Enemies,Games,iOS,22795041
4/20/14,Downloads,Words With Enemies,Games,iOS,22795274
5/23/14,Downloads,Words With Enemies,Games,iOS,22800425
7/1/14,Downloads,Words With Enemies,Games,iOS,22815658
8/20/13,Downloads,CandyBash,Games,Android,22819512
6/22/14,Downloads,Words With Enemies,Games,iOS,22822969
5/4/14,Downloads,Words With Enemies,Games,iOS,22833746
6/21/14,Downloads,Words With Enemies,Games,iOS,22834253
12/9/13,Downloads,CandyBash,Games,Android,22836221
8/31/14,Downloads,Words With Enemies,Games,iOS,22843380
11/2/13,Downloads,CandyBash,Games,Android,22847957
11/4/13,Downloads,CandyBash,Games,Android,22851532
11/1/13,Downloads,CandyBash,Games,Android,22857138
4/9/14,Downloads,Words With Enemies,Games,iOS,22861011
10/29/13,Downloads,CandyBash,Games,Android,22863989
12/6/13,Downloads,CandyBash,Games,Android,22865944
8/28/14,Downloads,Words With Enemies,Games,iOS,22872897
9/7/14,Downloads,Words With Enemies,Games,iOS,22877872
6/16/14,Downloads,Words With Enemies,Games,iOS,22889160
8/15/13,Downloads,CandyBash,Games,Android,22892490
8/25/14,Downloads,Words With Enemies,Games,iOS,22909330
12/4/13,Downloads,CandyBash,Games,Android,22912304
8/8/14,Downloads,Words With Enemies,Games,iOS,22913612
4/4/14,Downloads,Words With Enemies,Games,iOS,22922103
12/1/13,Downloads,CandyBash,Games,Android,22926010
8/26/14,Downloads,Words With Enemies,Games,iOS,22926785
12/3/13,Downloads,CandyBash,Games,Android,22932698
6/8/14,Downloads,Words With Enemies,Games,iOS,22953448
11/29/13,Downloads,CandyBash,Games,Android,22977719
11/25/13,Downloads,CandyBash,Games,Android,22979389
3/25/14,Downloads,Words With Enemies,Games,iOS,22980417
8/13/14,Downloads,Words With Enemies,Games,iOS,22997171
3/17/14,Downloads,Words With Enemies,Games,iOS,22997595
11/23/13,Downloads,CandyBash,Games,Android,23009295
8/1/14,Downloads,Words With Enemies,Games,iOS,23038333
10/13/13,Downloads,CandyBash,Games,Android,23044811
6/3/14,Downloads,Words With Enemies,Games,iOS,23049698
8/2/14,Downloads,Words With Enemies,Games,iOS,23052218
7/19/14,Downloads,Words With Enemies,Games,iOS,23078815
3/11/14,Downloads,Words With Enemies,Games,iOS,23080164
7/16/14,Downloads,Words With Enemies,Games,iOS,23086319
7/17/14,Downloads,Words With Enemies,Games,iOS,23087414
7/25/14,Downloads,Words With Enemies,Games,iOS,23104656
9/20/13,Downloads,CandyBash,Games,Android,23108424
7/24/14,Downloads,Words With Enemies,Games,iOS,23110802
7/18/14,Downloads,Words With Enemies,Games,iOS,23111740
8/5/13,Downloads,CandyBash,Games,Android,23111956
10/8/13,Downloads,CandyBash,Games,Android,23116805
5/30/14,Downloads,Words With Enemies,Games,iOS,23117538
8/2/13,Downloads,CandyBash,Games,Android,23136280
7/13/14,Downloads,Words With Enemies,Games,iOS,23139138
6/26/14,Downloads,Words With Enemies,Games,iOS,23142071
5/17/14,Downloads,Words With Enemies,Games,iOS,23150450
7/7/14,Downloads,Words With Enemies,Games,iOS,23154511
8/1/13,Downloads,CandyBash,Games,Android,23160148
9/15/13,Downloads,CandyBash,Games,Android,23160516
1/31/14,Downloads,Words With Enemies,Games,iOS,23163494
9/12/13,Downloads,CandyBash,Games,Android,23164210
5/15/14,Downloads,Words With Enemies,Games,iOS,23168132
10/4/13,Downloads,CandyBash,Games,Android,23168222
9/13/13,Downloads,CandyBash,Games,Android,23176123
2/3/14,Downloads,Words With Enemies,Games,iOS,23178202
5/25/14,Downloads,Words With Enemies,Games,iOS,23181078
9/17/13,Downloads,CandyBash,Games,Android,23181402
1/30/14,Downloads,Words With Enemies,Games,iOS,23188078
2/23/14,Downloads,Words With Enemies,Games,iOS,23195065
9/5/14,Downloads,Words With Enemies,Games,iOS,23200060
4/13/14,Downloads,Words With Enemies,Games,iOS,23202857
4/15/14,Downloads,Words With Enemies,Games,iOS,23204851
5/20/14,Downloads,Words With Enemies,Games,iOS,23208834
1/14/14,Downloads,Words With Enemies,Games,iOS,23216490
3/1/14,Downloads,Words With Enemies,Games,iOS,23221011
11/12/13,Downloads,CandyBash,Games,Android,23225924
9/1/14,Downloads,Words With Enemies,Games,iOS,23228963
5/3/14,Downloads,Words With Enemies,Games,iOS,23230000
9/4/14,Downloads,Words With Enemies,Games,iOS,23235450
4/27/14,Downloads,Words With Enemies,Games,iOS,23240027
